SCHOOL NO.,ENGLISH CATEGORY,中文類別,ENGLISH NAME,中文名稱,ENGLISH ADDRESS,中文地址,LONGITUDE,經度,LATITUDE,緯度,EASTING,坐標東,NORTHING,坐標北,STUDENTS GENDER,就讀學生性別,SESSION,學校授課時間,DISTRICT,分區,FINANCE TYPE,資助種類,SCHOOL LEVEL,學校類型,TELEPHONE,聯絡電話,FAX NUMBER,傳真號碼,WEBSITE,網頁,RELIGION,宗教
541613000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HK INST EDU HSBC ECLC (KG SECTION)(WHOLE DAY),香港教育學院?豐幼兒發展中心(幼稚園部)(全日),G02-G05 SENIOR STAFF QUARTERS THE HONG KONG INSTITUTE OF EDUCATION 10 LO PING ROAD TAI PO NEW TERRITORIES (INCLUDING CHILD CARE CENTRE),新界大埔露屏路10號香港教育學院高級職員宿舍G02-G05(包括幼兒中心),114-11-43,114-11-43,22-28-16,22-28-16,838170.2,838170.2,836842.1,836842.1,CO-ED,男女,WHOLE DAY,全日,TAI PO,大埔區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,29481638,29481638,29480660,29480660,http://www.ied.edu.hk/sece/eclc/e,http://www.ied.edu.hk/sece/eclc/e,NOT APPLICABLE,不適用
566586000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,PENTECOSTAL CH OF HK TSEUNG KWAN O NS (WHOLE DAY),竹園區神召會將軍澳康樂幼兒學校(全日),"4/F PODIUM, WING B & C SHEUNG SHUN HOUSE SHEUNG TAK ESTATE TSEUNG KWAN O NEW TERRITORIES",新界將軍澳尚德?尚信樓4樓平台B及C翼,114-15-27,114-15-27,22-18-38,22-18-38,844584.4,844584.4,819076.3,819076.3,CO-ED,男女,WHOLE DAY,全日,SAI KUNG,西貢區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,21784472/21784475,21784472/21784475,21784471,21784471,http://www.pchk.org.hk,http://www.pchk.org.hk,PROTESTANTISM / CHRISTIANITY,基督教
565687000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,MAY NGA NURSERY(WHOLE DAY),美雅幼兒園(全日),G/F 146 & 146A PAU CHUNG STREET TO KWA WAN KOWLOON,九龍土瓜灣炮仗街146及146A號地下,114-11-23,114-11-23,22-19-17,22-19-17,837605.2,837605.2,820249.3,820249.3,CO-ED,男女,WHOLE DAY,全日,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,27147763,27147763,27134258,27134258,http://www.kids-club.net/edu/maynga,http://www.kids-club.net/edu/maynga,NOT APPLICABLE,不適用
541613000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HK INST EDU HSBC ECLC (KG SECTION)(A.M.),香港教育學院?豐幼兒發展中心(幼稚園部)(上午),G02-G05 SENIOR STAFF QUARTERS THE HONG KONG INSTITUTE OF EDUCATION 10 LO PING ROAD TAI PO NEW TERRITORIES (INCLUDING CHILD CARE CENTRE),新界大埔露屏路10號香港教育學院高級職員宿舍G02-G05(包括幼兒中心),114-11-43,114-11-43,22-28-16,22-28-16,838170.4,838170.4,836841.4,836841.4,CO-ED,男女,A.M.,上午,TAI PO,大埔區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,29481638,29481638,29480660,29480660,http://www.ied.edu.hk/sece/eclc/e,http://www.ied.edu.hk/sece/eclc/e,NOT APPLICABLE,不適用
564800000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,ELCHK HING WAH NURSERY SCHOOL,基督教香港信義會興華幼兒學校,G/F MAY WAH HOUSE HING WAH 1 ESTATE CHAI WAN HONG KONG,香港柴灣興華一?美華樓地下,114-14-8,114-14-8,22-15-45,22-15-45,842313.7,842313.7,813753.2,813753.2,CO-ED,男女,WHOLE DAY,全日,EASTERN,東區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24215859,24215859,28975557,28975557,http://www.elchk.org.hk/service,http://www.elchk.org.hk/service,PROTESTANTISM / CHRISTIANITY,基督教
565563000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,BAPT OK SOCIAL SERV PUI YAN PRE-PRI SCH ,浸信會愛?社會服務處培殷幼兒學校,G/F NO.1 FORTUNE STREET CHEUNG SHA WAN KOWLOON,九龍長沙灣幸福街一號地下,114-9-14,114-9-14,22-20-5,22-20-5,833899.5,833899.5,821727.6,821727.6,CO-ED,男女,WHOLE DAY,全日,SHAM SHUI PO,深水?區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,23600999,23600999,23600844,23600844,http://www.bokss.org.hk,http://www.bokss.org.hk,PROTESTANTISM / CHRISTIANITY,基督教
565938000212,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,BRAEMAR HILL NURSERY SCHOOL(P.M.),寶山幼兒園(下午),1/F & ROOF FLOOR CHUN FAI CENTRE 9 CHUN FAI ROAD JARDINE'S LOOKOUT HONG KONG,香港渣甸山春暉道9號春暉中心1樓連天台,114-11-36,114-11-36,22-16-22,22-16-22,837961.2,837961.2,814875.7,814875.7,CO-ED,男女,P.M.,下午,EASTERN,東區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,25787922,25787922,25668637,25668637,,,PROTESTANTISM / CHRISTIANITY,基督教
565431000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HENG ON BAPTIST NURSERY SCHOOL(WHOLE DAY),恒安浸信會幼兒學校(全日),"UNIT 1-5, HENG SING HOUSE HENG ON ESTATE MA ON SHAN SHATIN NEW TERRITORIES",新界沙田馬鞍山恒安?恒星樓地下1-5號,114-13-44,114-13-44,22-25-4,22-25-4,841615.2,841615.2,830923.9,830923.9,CO-ED,男女,WHOLE DAY,全日,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,26428939,26428939,26334686,26334686,http://www.hobns.edu.hk,http://www.hobns.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
216267000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,THINK INTERNATIONAL KINDERGARTEN(A.M.),朗思國際幼稚園(上午),G/F KINERGARTEN PREMISES PHASE 3 LAGUNA CITY 99 CHA KWO LING ROAD LAM TIN KOWLOON (INCLUDING CHILD CARE CENTRE),九龍藍田茶果嶺道99號麗港城第3期幼稚園校舍地下(包括幼兒中心),114-13-39,114-13-39,22-18-18,22-18-18,841480.6,841480.6,818443.5,818443.5,CO-ED,男女,A.M.,上午,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,27274747,27274747,27272613,27272613,,,NOT APPLICABLE,不適用
566080000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,PRE-SCHOOL PLAYGROUPS ASSO - CITY KIDZ(A.M.),幼童樂園協會幼兒園(上午),2/F EAST WING 12 BORRETT ROAD MID-LEVELS HONG KONG,香港半山區波老道12號3樓東翼,114-9-49,114-9-49,22-16-27,22-16-27,834904.9,834904.9,815041.7,815041.7,CO-ED,男女,A.M.,上午,CENTRAL AND WESTERN,中西區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,25224446,25224446,,,http://www.citykidshkppa.org,http://www.citykidshkppa.org,NOT APPLICABLE,不適用
231576000112,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,SUN ISLAND ENGLISH KG (KWAI KING BRANCH)(P.M.),太陽島英文幼稚園(葵景分校)(下午),1/F KWAI KING BUILDING 31 KWONG FAI CIRCUIT KWAI CHUNG NEW TERRITORIES (INCLUDING CHILD CARE CENTRE),新界葵涌光輝圍31號葵景大廈1樓(包括幼兒中心),114-7-58,114-7-58,22-22-6,22-22-6,831725,831725,825473.3,825473.3,CO-ED,男女,P.M.,下午,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24268277,24268277,24489877,24489877,http://www.sunisland.edu.hk,http://www.sunisland.edu.hk,NOT APPLICABLE,不適用
325643000112,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,HO TAK KG (SPONSORED BY SIK SIK YUEN)(P.M.),嗇色園主辦可德幼稚園(下午),G/F BLK 8 CHUNG YUEN HOUSE CHUK YUEN NORTH ESTATE PHASE V KOWLOON,九龍竹園北?第5期松園樓8座G樓,114-11-30,114-11-30,22-20-45,22-20-45,837793.8,837793.8,822959.3,822959.3,CO-ED,男女,P.M.,下午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,23500721,23500721,23227478,23227478,http://www.siksikyuen.org.hk,http://www.siksikyuen.org.hk,"CONFUCIANISM,BUDDHISM & TAOISM",儒釋道三教
563811000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,PO LEUNG KUK WONG SIU CHING KINDERGARTEN,保良局王少清幼稚園,"5/F, CHOI WAN ESTATE COMMUNITY CENTRE CHOI WAN ESTATE WONG TAI SIN KOWLOON",九龍黃大仙彩雲?社區中心6字樓,114-12-50,114-12-50,22-20-6,22-20-6,840079.5,840079.5,821761.6,821761.6,CO-ED,男女,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,27553438,27553438,27070292,27070292,http://www.poleungkuk.org.hk,http://www.poleungkuk.org.hk,NOT APPLICABLE,不適用
581739000112,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,BOX HILL (HK) INT''L K/G-FO TAN(P.M.),博士山(香港)國際幼稚園-火炭(下午),SHOP 327 ON PODIUM OF JUBILEE COURT SHOPPING CENTRE FO TAN SHATIN NEW TERRITORIES,新界沙田火炭銀禧薈平台327號,114-11-60,114-11-60,22-23-50,22-23-50,838637.4,838637.4,828648.3,828648.3,CO-ED,男女,P.M.,下午,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,26882161,26882161,26882271,26882271,,,NOT APPLICABLE,不適用
541222000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,GIGAMIND KINDERGARTEN(A.M.),激活幼稚園(上午),BLOCK B MAYWOOD COURT KINGSWOOD VILLAS 9 TIN LUNG ROAD TIN SHUI WAI NEW TERRITORIES (INCLUDING CHILD CARE CENTRE),新界天水圍天龍路9號嘉湖山莊美湖居B座(包括幼兒中心),114-0-19,114-0-19,22-27-38,22-27-38,818606.6,818606.6,835674,835674,CO-ED,男女,A.M.,上午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24469210,24469210,24469039,24469039,http://www.gigamind.edu.hk,http://www.gigamind.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
215678000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,SUN ISLAND ENGLISH KINDERGARTEN(A.M.),太陽島英文幼稚園(上午),LG/F G/F & 1/F PAU CHUNG BLDG 152 PAU CHUNG STREET TO KWA WAN KOWLOON (INCLUDING CHILD CARE CENTRE),九龍土瓜灣炮仗街152號寶峰大廈地下低層、地下及1樓(包括幼兒中心),114-11-24,114-11-24,22-19-17,22-19-17,837627.5,837627.5,820274.3,820274.3,CO-ED,男女,A.M.,上午,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,27145545,27145545,28343322,28343322,http://www.sunisland.edu.hk,http://www.sunisland.edu.hk,NOT APPLICABLE,不適用
564338000313,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,SJS KATHLEEN MCDOUALL KG(WHOLE DAY),聖雅各福群會麥潔蓮幼稚園(全日),3/F-6/F(PORTION) 100 KENNEDY ROAD WAN CHAI HONG KONG,香港灣仔堅尼地道100號3樓至6樓部份,114-10-24,114-10-24,22-16-21,22-16-21,835914.4,835914.4,814841,814841,CO-ED,男女,WHOLE DAY,全日,WAN CHAI,灣仔區,PRIVATE,私立,KINDERGARTEN,幼稚園,25962523,25962523,2838 2019,2838 2019,,,PROTESTANTISM / CHRISTIANITY,基督教
213632000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,ST ANTHONY'S ANGLO-CHINESE PRIMARY SCHOOL & KINDERGARTEN(A.M.),聖安多尼中英文小學暨幼稚園(上午),G/F 79-85 HILL ROAD SHEK TONG TSUI HONG KONG (INCLUDING CHILD CARE CENTRE),香港石塘咀山道79-85地下(包括幼兒中心),114-8-11,114-8-11,22-17-4,22-17-4,832097.3,832097.3,816161.9,816161.9,CO-ED,男女,A.M.,上午,CENTRAL AND WESTERN,中西區,PRIVATE,私立,KINDERGARTEN,幼稚園,24948848,24948848,24678877,24678877,,,CATHOLICISM,天主教
510726000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,ASBURY METHODIST KINDERGARTEN(A.M.),循道衛理聯合教會亞斯理幼稚園(上午),TAI WO HAU TSUEN WAN NEW TERRITORIES (EXCLUDING CLASSROOM F AND AREAS EXCLUSIVELY USED BY CHILD CARE CENTRE),新界荃灣大窩口(F課室及幼兒中心專用範圍除外),114-7-34,114-7-34,22-22-3,22-22-3,831040.5,831040.5,825378.8,825378.8,CO-ED,男女,A.M.,上午,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,24296669,24296669,24181609,24181609,http://www.asburymkg.edu.hk,http://www.asburymkg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
563838000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,AL & VS EDUCATION FUND DELIA PEI KG,藍如溪盛成皿教育基金邊陳之娟幼稚園,"G/F, WING B, FU SHING HOUSE FUNG SHING COURT SHATIN NEW TERRITORIES",新界沙田豐盛苑富盛閣B翼地下,114-11-19,114-11-19,22-22-20,22-22-20,837485.7,837485.7,825882.8,825882.8,CO-ED,男女,WHOLE DAY,全日,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,26918504,26918504,26080426,26080426,http://www.alvseducationfund.org.hk,http://www.alvseducationfund.org.hk,NOT APPLICABLE,不適用
523933000112,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,SHARON LUTHERAN CHURCH KG (TSZ OI BR) (P.M.),路德會沙崙堂幼稚園(慈愛分校)(下午),ROOFTOP OF CARPORT BUILDING TSZ OI COURT TSZ WAN SHAN WONG TAI SIN KOWLOON,九龍黃大仙慈雲山慈愛苑苑停車場頂層,114-11-59,114-11-59,22-20-58,22-20-58,838620.1,838620.1,823385.6,823385.6,CO-ED,男女,P.M.,下午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,23260280,23260280,23270630,23270630,http://www.sharonlutheran.edu.hk,http://www.sharonlutheran.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
586269000111,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,THINK INTERNATIONAL KG (KOWLOON TONG)(A.M.),朗思國際幼稚園(九龍塘)(上午),G/F-1/F 5 LINCOLN ROAD KOWLOON TONG KOWLOON,九龍九龍塘林肯道五號地下至一樓,114-10-38,114-10-38,22-19-40,22-19-40,836306.7,836306.7,820978.2,820978.2,CO-ED,男女,A.M.,上午,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,23380211,23380211,23380120,23380120,,,NOT APPLICABLE,不適用
564281000113,Kindergarten-cum-child Care Centres,幼稚園暨幼兒中心,YAN OI TONG MRS AUGUSTA CHEUNG KG,仁愛堂張慕良夫人幼稚園,3/F NEIGHBOURHOOD COMMUNITY CENTRE WAN TAU TONG ESTATE TAI PO NEW TERRITORIES,新界大埔運頭塘?鄰里社區中心3樓,114-9-58,114-9-58,22-26-32,22-26-32,835153.9,835153.9,833643.7,833643.7,CO-ED,男女,WHOLE DAY,全日,TAI PO,大埔區,PRIVATE,私立,KINDERGARTEN-CUM-CHILD CARE CENTRES,幼稚園暨幼兒中心,26383082,26383082,26588047,26588047,http://ppe.yot.org.hk,http://ppe.yot.org.hk,NOT APPLICABLE,不適用
531910000112,Kindergartens,幼稚園,CANNAN KINDERGARTEN (KOWLOON TONG)(P.M.),迦南幼稚園(九龍塘)(下午),PORTION OF G/F & 1/F 9 & 11 CUMBERLAND ROAD KOWLOON TONG KOWLOON,九龍九龍塘金巴倫道9及11號地下部分及1樓,114-10-35,114-10-35,22-19-41,22-19-41,836220.8,836220.8,821001.5,821001.5,CO-ED,男女,P.M.,下午,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN,幼稚園,23383262,23383262,23362973,23362973,http://www.cannan.edu.hk,http://www.cannan.edu.hk,NOT APPLICABLE,不適用
159220000111,Kindergartens,幼稚園,ANNUNCIATION CATHOLIC KINDERGARTEN (A.M.),天主教領報幼稚園(上午),"11 ON YIN STREET, CHAI WAN KOK TSUEN WAN NEW TERRITORIES",新界荃灣柴灣角安賢街十一號,114-6-20,114-6-20,22-22-37,22-22-37,828923.5,828923.5,826432.6,826432.6,CO-ED,男女,A.M.,上午,TSUEN WAN,荃灣區,PRIVATE,私立,KINDERGARTEN,幼稚園,24907893,24907893,24907956,24907956,http://www.ack.edu.hk,http://www.ack.edu.hk,CATHOLICISM,天主教
216070000112,Kindergartens,幼稚園,SEMPLE KINDERGARTEN(P.M.),深培中英文幼稚園(下午),10 WILLOW STREET TAI KOK TSUI KOWLOON,九龍大角咀柳樹街10號,114-9-49,114-9-49,22-19-29,22-19-29,834914.4,834914.4,820623,820623,CO-ED,男女,P.M.,下午,YAU TSIM MONG,油尖旺區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,http://www.semplekg.edu.hk,http://www.semplekg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
575666000113,Kindergartens,幼稚園,PEACE EVANGELICAL CTR KG (TIN SHUI WAI) (WHOLE DAY),平安福音堂幼稚園(天水圍)(全日),"G/F, ANCILLARY FACILITIES BLOCK TIN CHING ESTATE TIN SHUI WAI NEW TERRITORIES",新界天水圍天晴?綜合大樓地下,114-0-9,114-0-9,22-27-45,22-27-45,818324.8,818324.8,835893.4,835893.4,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,24469277,24469277,23284933,23284933,http://www.peck.edu.hk,http://www.peck.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
603643000112,Kindergartens,幼稚園,MIGHTY OAKS INTERNATIONAL KINDERGARTEN(P.M.),奧恩國際幼稚園(下午),"1ST FLOOR AND FLAT ROOF ON 1ST FLOOR, LUNGGA MANSION, 46A BELCHER'S STREET, KENNEDY TOWN, HONG KONG",香港堅尼地城卑路乍街46A號隆基大廈1樓及1樓平台,114-7-46,114-7-46,22-16-58,22-16-58,831374.4,831374.4,815974.4,815974.4,CO-ED,男女,P.M.,下午,CENTRAL AND WESTERN,中西區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,
153117000111,Kindergartens,幼稚園,SHEUNG SHUI PUI YAU KINDERGARTEN (A.M.),上水培幼幼稚園(上午),SHEK TSAI LENG KU TUNG VILLAGE SHEUNG SHUI NEW TERRITORIES,新界上水古洞村石仔嶺,114-6-4,114-6-4,22-30-25,22-30-25,828475.9,828475.9,840816.3,840816.3,CO-ED,男女,A.M.,上午,NORTH,北區,PRIVATE,私立,KINDERGARTEN,幼稚園,26703393,26703393,26708004,26708004,http://www.puiyau.edu.hk,http://www.puiyau.edu.hk,NOT APPLICABLE,不適用
324078000113,Kindergartens,幼稚園,KOWLOON CITY BAPTIST CHURCH KINDERGARTEN(WHOLE DAY),九龍城浸信會幼稚園(全日),2-3/F 206 ARGYLE STREET KOWLOON,九龍亞皆老街206號三及四樓,114-11-9,114-11-9,22-19-29,22-19-29,837186.5,837186.5,820627,820627,CO-ED,男女,WHOLE DAY,全日,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN,幼稚園,27131875,27131875,26245449,26245449,,,PROTESTANTISM / CHRISTIANITY,基督教
550035000111,Kindergartens,幼稚園,HONG KONG KINDERGARTEN ASSN PRE-SCHOOL (A.M.),香港幼稚園協會幼兒學校(上午),"G/F, CHI SIU HOUSE CHOI WAN ESTATE KOWLOON",九龍彩雲?紫霄樓地下,114-12-49,114-12-49,22-19-59,22-19-59,840047.5,840047.5,821570.4,821570.4,CO-ED,男女,A.M.,上午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,27582008,27582008,27580078,27580078,http://www.hkkaps.edu.hk,http://www.hkkaps.edu.hk,NOT APPLICABLE,不適用
519863000311,Kindergartens,幼稚園,KINGSTON INTERNATIONAL KINDERGARTEN (A.M.),京斯敦國際幼稚園(上午),G/F & 1/F 12 CUMBERLAND ROAD KOWLOON TONG KOWLOON,九龍九龍塘金巴倫道12號地下及1樓,114-10-39,114-10-39,22-19-52,22-19-52,836332,836332,821353,821353,CO-ED,男女,A.M.,上午,KOWLOON CITY,九龍城區,PRIVATE,私立,KINDERGARTEN,幼稚園,23379049,23379049,23377382,23377382,,,NOT APPLICABLE,不適用
158593000111,Kindergartens,幼稚園,TAI PING KINDERGARTEN (A.M.),太平幼稚園(上午),G/F PING YEE HOUSE TAI PING ESTATE SHEUNG SHUI NEW TERRITORIES,新界上水太平?平易樓地下,114-7-34,114-7-34,22-29-50,22-29-50,831051,831051,839727.6,839727.6,CO-ED,男女,A.M.,上午,NORTH,北區,PRIVATE,私立,KINDERGARTEN,幼稚園,26733199,26733199,26734561,26734561,,,TAOISM,道教
587141000112,Kindergartens,幼稚園,HHCKLA BUDDHIST WAI KWONG KA FUK KINDERGARTEN (P.M.),香海正覺蓮社佛教慧光嘉福幼稚園(下午),SHOP KG01 G/F KA YEUNG HOUSE KA SHING COURT FANLING NEW TERRITORIES,新界粉嶺嘉盛苑嘉揚閣地下KG01號舖,114-8-3,114-8-3,22-29-35,22-29-35,831885.2,831885.2,839266.5,839266.5,CO-ED,男女,P.M.,下午,NORTH,北區,PRIVATE,私立,KINDERGARTEN,幼稚園,26832227,26832227,26832023,26832023,,,BUDDHISM,佛教
231088000212,Kindergartens,幼稚園,BILOK ANGLO-CHINESE KINDERGARTEN (P.M.),比諾中英文幼稚園(下午),G/F BLK 4&5 TSUI LAI GARDEN NO 9 FUNG NAM ROAD SHEUNG SHUI NT,新界上水鳳南路9號翠麗花園第4至5座地下,114-7-42,114-7-42,22-30-29,22-30-29,831266.2,831266.2,840945.6,840945.6,CO-ED,男女,P.M.,下午,NORTH,北區,PRIVATE,私立,KINDERGARTEN,幼稚園,26728681,26728681,26728691,26728691,http://www.bilok-holford.edu.hk,http://www.bilok-holford.edu.hk,NOT APPLICABLE,不適用
605026000112,Kindergartens,幼稚園,FAIRCHILD KINDERGARTEN(P.M.),楓薈幼稚園(下午),"ALL THE SHOP 8, G/F. AND WHOLE 1/F. (INCLUDING PART OF THE FLAT ROOF ADJOINING 1/F.), KONG CHIAN TOWER,185-185B CONNAUGHT ROAD WEST, 351-351C DES VOEUX ROAD WEST AND 3-7 WHITTY STREET, HONG KONG",香港干諾道西185號至185號B德輔道西351至351號C及屈地街3-7號光前大廈地下8號舖及1樓全層(包括附設於1樓的部份平台),114-8-11,114-8-11,22-17-14,22-17-14,832102.7,832102.7,816476.5,816476.5,CO-ED,男女,P.M.,下午,CENTRAL AND WESTERN,中西區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,
158526000112,Kindergartens,幼稚園,TSUNG TSIN MISSION GRACEFUL KINDERGARTEN(P.M.),崇真會美善幼稚園(下午),"G/F., PO TAK HOUSE PO LAM ESTATE TSEUNG KWAN O NEW TERRITORIES",新界將軍澳寶林?寶德樓地下,114-15-20,114-15-20,22-19-35,22-19-35,844362.4,844362.4,820824.2,820824.2,CO-ED,男女,P.M.,下午,SAI KUNG,西貢區,PRIVATE,私立,KINDERGARTEN,幼稚園,27015588,27015588,27016563,27016563,http://www.ttmgkg.edu.hk,http://www.ttmgkg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
540498000112,Kindergartens,幼稚園,ANANI KINDERGARTEN(P.M.),主蔭幼稚園(下午),"UNIT B & C, PODIUM LEVEL SHOPPING CENTRE, SHEK YAM ESTATE KWAI CHUNG NEW TERRITORIES",新界葵涌石蔭?石蔭商場平台B及C單位,114-8-21,114-8-21,22-22-15,22-22-15,832388.6,832388.6,825739.3,825739.3,CO-ED,男女,P.M.,下午,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN,幼稚園,22760061,22760061,22765816,22765816,http://www.ssckg.edu.hk,http://www.ssckg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
325198000111,Kindergartens,幼稚園,SA CHAN KWAN TUNG KINDERGARTEN (A.M.),救世軍陳昆棟幼稚園(上午),G/F & 1/F THE SALVATION ARMY HEADQUARTERS 11 WING SING LANE YAUMATEI KOWLOON,九龍油麻地永星里十一號救世軍總部地下及一樓,114-10-17,114-10-17,22-18-40,22-18-40,835713,835713,819123.2,819123.2,CO-ED,男女,A.M.,上午,YAU TSIM MONG,油尖旺區,PRIVATE,私立,KINDERGARTEN,幼稚園,23847831,23847831,23885310,23885310,http://pses.salvation.org.hk/,http://pses.salvation.org.hk/,PROTESTANTISM / CHRISTIANITY,基督教
556246000113,Kindergartens,幼稚園,CREATIVE KINDERGARTEN (AEGEAN COAST)(WHOLE DAY),?思幼稚園(愛琴)(全日),"1/F, PODIUM, AEGEAN COAST 2 KWUN TSING ROAD, SO KWUN WAT TUEN MUN NEW TERRITORIES",新界屯門掃管笏管青路2號愛琴海岸1樓平台,113-59-40,113-59-40,22-22-25,22-22-25,817482.8,817482.8,826061.1,826061.1,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,PRIVATE,私立,KINDERGARTEN,幼稚園,29495028,29495028,29495018,29495018,http://www.creative.edu.hk,http://www.creative.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
325945000112,Kindergartens,幼稚園,BUDDHIST TCFS YEUNG TAM YUEN FONG KG(P.M.),道慈佛社楊譚婉芳幼稚園(下午),G/F BLK M KAI TSUI COURT SIU SAI WAN ESTATE SIU SAI WAN HONG KONG,香港小西灣佳翠苑顯翠閣地下,114-15-4,114-15-4,22-15-42,22-15-42,843907.7,843907.7,813665.2,813665.2,CO-ED,男女,P.M.,下午,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,25567897,25567897,25055804,25055804,,,BUDDHISM,佛教
598054000112,Kindergartens,幼稚園,EXCEL LONDON HOUSE INTERNATIONAL KINDERGARTEN(P.M.),倫敦家國際幼稚園(下午),LEVEL 3 SHATIN PARK STAGE 1 8-12 SHA KOK STREET SHATIN NEW TERRITORIES,新界沙田沙角街8-12號花園城第一期三樓,114-11-50,114-11-50,22-22-46,22-22-46,838357.8,838357.8,826690.1,826690.1,CO-ED,男女,P.M.,下午,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN,幼稚園,34640638,34640638,34640639,34640639,,,NOT APPLICABLE,不適用
